pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,sy_dist,sy_disterr1,sy_disterr2
Kepler-256 b,Kepler-256,1,1,4,Transit,2014,Kepler,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.620493,9e-06,-9e-06,0.0,1.59,0.39,-0.39,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5551.0,111.0,-111.0,0.0,1.3,0.32,-0.32,0.0,,,,,,,,,,1026.43,24.19,-23.11
HD 108874 c,HD 108874,1,1,2,Radial Velocity,2005,W. M. Keck Observatory,Published Confirmed,<a refstr=WITTENMYER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJS..182...97W/abstract target=ref> Wittenmyer et al. 2009 </a>,1624.0,23.0,-23.0,0.0,,,,,,,,,314.64,19.07,-19.07,0.0,0.239,0.031,-0.031,0.0,<a refstr=WITTENMYER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJS..182...97W/abstract target=ref> Wittenmyer et al. 2009 </a>,G5,5551.0,44.0,-44.0,0.0,,,,,0.95,0.04,-0.04,0.0,0.19,0.03,-0.03,0.0,[Fe/H],59.5175,0.1585,-0.1576
WASP-63 b,WASP-63,1,1,1,Transit,2012,SuperWASP,Published Confirmed,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,4.37808,6e-06,-6e-06,0.0,15.805,1.569,-1.569,0.0,117.5971,28.6047,-28.6047,0.0,117.5971,28.6047,-28.6047,0.0,0.0,,,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5550.0,100.0,-100.0,0.0,1.86,0.19,-0.19,0.0,1.28,0.42,-0.42,0.0,0.08,,,0.0,[Fe/H],290.684,2.034,-2.008
TOI-451 d,TOI-451,1,2,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,<a refstr=NEWTON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...65N/abstract target=ref>Newton et al. 2021</a>,16.364988,4.4e-05,-4.4e-05,0.0,4.07,0.15,-0.15,0.0,,,,,,,,,0.0,,,0.0,<a refstr=NEWTON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...65N/abstract target=ref>Newton et al. 2021</a>,,5550.0,56.0,-56.0,0.0,0.88,0.03,-0.03,0.0,0.95,0.02,-0.02,0.0,,,,,,123.739,0.386,-0.384
TOI-451 c,TOI-451,1,2,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,<a refstr=NEWTON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...65N/abstract target=ref>Newton et al. 2021</a>,9.192522,6e-05,-0.0001,0.0,3.1,0.13,-0.13,0.0,,,,,,,,,0.0,,,0.0,<a refstr=NEWTON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...65N/abstract target=ref>Newton et al. 2021</a>,,5550.0,56.0,-56.0,0.0,0.88,0.03,-0.03,0.0,0.95,0.02,-0.02,0.0,,,,,,123.739,0.386,-0.384
TOI-451 b,TOI-451,1,2,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,<a refstr=NEWTON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...65N/abstract target=ref>Newton et al. 2021</a>,1.858703,2.5e-05,-3.5e-05,0.0,1.91,0.12,-0.12,0.0,,,,,,,,,0.0,,,0.0,<a refstr=NEWTON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...65N/abstract target=ref>Newton et al. 2021</a>,,5550.0,56.0,-56.0,0.0,0.88,0.03,-0.03,0.0,0.95,0.02,-0.02,0.0,,,,,,123.739,0.386,-0.384
NGTS-16 b,NGTS-16,1,1,1,Transit,2021,Paranal Observatory,Published Confirmed,<a refstr=TILBROOK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..893T/abstract target=ref>Tilbrook et al. 2021</a>,4.84532,2e-05,-2e-05,0.0,14.572,1.457,-1.345,0.0,211.99155,49.89906,-40.99986,0.0,211.99155,49.89906,-40.99986,0.0,0.0,,,0.0,<a refstr=TILBROOK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..893T/abstract target=ref>Tilbrook et al. 2021</a>,G7 V,5550.0,150.0,-150.0,0.0,1.21,0.11,-0.11,0.0,1.0,0.03,-0.03,0.0,0.35,0.1,-0.1,0.0,[Fe/H],898.168,17.701,-17.042
Kepler-656 c,Kepler-656,1,1,2,Transit,2023,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,5.25449393,5.613e-05,-5.613e-05,0.0,1.41,0.38,-0.11,0.0,,,,,,,,,0.0,,,0.0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5550.0,166.0,-183.0,0.0,0.95,0.25,-0.08,0.0,1.05,0.07,-0.11,0.0,0.46,0.05,-0.3,0.0,[Fe/H],890.352,20.856,-20.856
Kepler-1570 b,Kepler-1570,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,26.548955,0.0003047,-0.0003047,0.0,1.07,0.19,-0.1,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5550.0,289.64,-239.62,0.0,0.89,0.15,-0.08,0.0,0.92,0.09,-0.07,0.0,-0.04,0.146,-0.172,0.0,[Fe/H],918.995,14.239,-13.818
Kepler-1325 b,Kepler-1325,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,33.8786838,0.0002334,-0.0002334,0.0,2.86,0.4,-0.47,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5550.0,82.37,-93.24,0.0,0.91,0.13,-0.06,0.0,0.93,0.04,-0.05,0.0,0.01,0.126,-0.178,0.0,[Fe/H],973.368,22.06,-21.121
Kepler-1139 b,Kepler-1139,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.81316672,1.25e-06,-1.25e-06,0.0,1.19,0.17,-0.08,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5550.0,105.36,-153.89,0.0,0.91,0.12,-0.06,0.0,0.94,0.04,-0.05,0.0,0.05,0.128,-0.152,0.0,[Fe/H],495.156,4.886,-4.886
Kepler-587 b,Kepler-587,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,10.94027841,2.949e-05,-2.949e-05,0.0,2.23,0.64,-0.17,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5549.0,77.03,-70.06,0.0,0.89,0.12,-0.06,0.0,0.92,0.04,-0.05,0.0,-0.05,0.144,-0.184,0.0,[Fe/H],787.894,12.11,-11.755
Kepler-1986 b,Kepler-1986,1,1,1,Transit,2023,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,19.5489666,0.0001396,-0.0001396,0.0,1.89,0.35,-0.15,0.0,,,,,,,,,0.0,,,0.0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5549.0,163.0,-163.0,0.0,0.73,0.14,-0.06,0.0,0.78,0.09,-0.07,0.0,-0.54,0.3,-0.3,0.0,[Fe/H],912.085,30.4555,-30.4555
Kepler-1310 b,Kepler-1310,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.67933627,7.2e-07,-7.2e-07,0.0,1.44,0.16,-0.12,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5549.0,136.6,-124.53,0.0,0.88,0.1,-0.07,0.0,0.91,0.05,-0.06,0.0,-0.07,0.151,-0.183,0.0,[Fe/H],569.185,6.757,-6.603
HD 190360 c,HD 190360,1,2,2,Radial Velocity,2005,W. M. Keck Observatory,Published Confirmed,<a refstr=WRIGHT_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...693.1084W/abstract target=ref> Wright et al. 2009 </a>,17.111,0.0048,-0.0048,0.0,,,,,,,,,19.069,2.4154,-2.4154,0.0,0.237,0.082,-0.082,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5549.0,100.43,-123.01,0.0,1.17,0.07,-0.03,0.0,0.98,0.15,-0.09,0.0,0.19,0.1,-0.1,0.0,[M/H],16.0069,0.0159,-0.0159
K2-169 b,K2-169,1,1,1,Transit,2018,K2,Published Confirmed,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,6.380803,0.000778,-0.000699,0.0,1.273,0.107,-0.077,0.0,,,,,,,,,,,,,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5548.0,50.0,-50.0,0.0,0.92,0.05,-0.03,0.0,0.99,0.03,-0.03,0.0,0.26,0.08,-0.08,0.0,[Fe/H],235.867,4.698,-4.522
Kepler-1033 b,Kepler-1033,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,7.56052806,2.405e-05,-2.405e-05,0.0,2.51,0.41,-0.18,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5547.0,59.76,-66.49,0.0,0.92,0.15,-0.06,0.0,0.94,0.04,-0.04,0.0,0.06,0.147,-0.156,0.0,[Fe/H],1455.5,88.58,-79.14
WASP-41 c,WASP-41,1,1,2,Radial Velocity,2015,La Silla Observatory,Published Confirmed,<a refstr=NEVEU_VANMALLE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015arXiv150907750N/abstract target=ref>Neveu-VanMalle et al. 2015</a>,421.0,2.0,-2.0,0.0,,,,,,,,,1010.6994,63.566,-63.566,0.0,0.294,0.024,-0.024,0.0,<a refstr=NEVEU_VANMALLE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015arXiv150907750N/abstract target=ref>Neveu-VanMalle et al. 2015</a>,,5545.0,33.0,-33.0,0.0,0.87,0.03,-0.03,0.0,0.93,0.07,-0.07,0.0,0.06,0.02,-0.02,0.0,[Fe/H],163.371,1.067,-1.052
WASP-41 b,WASP-41,1,1,2,Transit,2012,SuperWASP,Published Confirmed,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.0524,1e-06,-1e-06,0.0,12.33,0.56,-0.56,0.0,270.1555,34.9613,-34.9613,0.0,270.1555,34.9613,-34.9613,0.0,0.0,,,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5545.0,33.0,-33.0,0.0,0.83,0.04,-0.04,0.0,0.81,0.15,-0.15,0.0,0.06,,,0.0,[Fe/H],163.371,1.067,-1.052
Kepler-1578 b,Kepler-1578,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.45088691,6.95e-06,-6.95e-06,0.0,1.04,0.11,-0.11,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5545.0,73.2,-74.33,0.0,0.86,0.09,-0.07,0.0,0.9,0.05,-0.07,0.0,-0.13,0.172,-0.2,0.0,[Fe/H],1064.05,40.22,-37.44
Kepler-1251 b,Kepler-1251,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,45.0904643,0.000463,-0.000463,0.0,1.84,0.26,-0.14,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5545.0,85.54,-95.15,0.0,0.89,0.12,-0.06,0.0,0.92,0.05,-0.06,0.0,-0.04,0.148,-0.177,0.0,[Fe/H],902.204,21.575,-21.575
KOI-217 b,KOI-217,1,1,1,Transit,2010,Kepler,Published Confirmed,<a refstr=HOWELL_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1010.4106H/abstract target=ref> Howell et al. 2010 </a>,3.90512,5e-05,-5e-05,0.0,12.442,0.224,-0.224,0.0,,,,,,,,,0.0,,,0.0,<a refstr=HOWELL_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1010.4106H/abstract target=ref> Howell et al. 2010 </a>,,5545.0,,,0.0,0.86,0.02,,0.0,0.95,0.05,,0.0,,,,,,914.699,17.1675,-17.1675
Kepler-19 d,Kepler-19,1,1,3,Radial Velocity,2017,Roque de los Muchachos Observatory,Published Confirmed,<a refstr=MALAVOLTA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..224M/abstract target=ref>Malavolta et al. 2017</a>,62.95,0.04,-0.3,0.0,,,,,22.5,1.2,-5.6,0.0,22.5,1.2,-5.6,0.0,0.05,0.16,-0.01,0.0,<a refstr=MALAVOLTA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..224M/abstract target=ref>Malavolta et al. 2017</a>,,5544.0,20.0,-20.0,0.0,0.86,0.02,-0.02,0.0,0.94,0.04,-0.04,0.0,-0.08,0.02,-0.02,0.0,[Fe/H],218.562,0.975,-0.966
Kepler-19 c,Kepler-19,1,1,3,Transit Timing Variations,2011,Kepler,Published Confirmed,<a refstr=MALAVOLTA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..224M/abstract target=ref>Malavolta et al. 2017</a>,28.731,0.012,-0.005,0.0,,,,,13.1,2.7,-2.7,0.0,13.1,2.7,-2.7,0.0,0.21,0.05,-0.07,0.0,<a refstr=MALAVOLTA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..224M/abstract target=ref>Malavolta et al. 2017</a>,,5544.0,20.0,-20.0,0.0,0.86,0.02,-0.02,0.0,0.94,0.04,-0.04,0.0,-0.08,0.02,-0.02,0.0,[Fe/H],218.562,0.975,-0.966
Kepler-1122 b,Kepler-1122,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,42.1917357,0.0002996,-0.0002996,0.0,2.04,0.27,-0.14,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5544.0,73.22,-72.56,0.0,0.89,0.11,-0.06,0.0,0.92,0.04,-0.05,0.0,-0.03,0.144,-0.178,0.0,[Fe/H],1230.42,36.06,-34.1
Kepler-112 c,Kepler-112,1,1,2,Transit,2014,Kepler,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,28.574263,6e-05,-6e-05,0.0,2.4,0.58,-0.58,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5544.0,148.0,-148.0,0.0,0.84,0.2,-0.2,0.0,,,,,,,,,,513.206,4.227,-4.227
Kepler-112 b,Kepler-112,1,1,2,Transit,2014,Kepler,Published Confirmed,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,8.408878,1e-05,-1e-05,0.0,2.36,0.57,-0.57,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5544.0,148.0,-148.0,0.0,0.84,0.2,-0.2,0.0,,,,,,,,,,513.206,4.227,-4.227
HIP 14810 d,HIP 14810,1,1,3,Radial Velocity,2009,W. M. Keck Observatory,Published Confirmed,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,981.8,6.9,-6.9,0.0,,,,,,,,,187.5197,31.783,-31.783,0.0,0.185,0.035,-0.035,0.0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,G5,5544.0,,,0.0,1.07,0.08,-0.08,0.0,1.01,0.19,-0.19,0.0,0.24,,,0.0,[Fe/H],50.48,0.1156,-0.1151
HIP 14810 c,HIP 14810,1,1,3,Radial Velocity,2006,W. M. Keck Observatory,Published Confirmed,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,147.747,0.029,-0.029,0.0,,,,,,,,,416.3573,57.2094,-57.2094,0.0,0.1566,0.0099,-0.0099,0.0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,G5,5544.0,,,0.0,1.07,0.08,-0.08,0.0,1.01,0.19,-0.19,0.0,0.24,,,0.0,[Fe/H],50.48,0.1156,-0.1151
HIP 14810 b,HIP 14810,1,1,3,Radial Velocity,2005,W. M. Keck Observatory,Published Confirmed,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,6.673892,8e-06,-8e-06,0.0,,,,,,,,,1239.537,155.7367,-155.7367,0.0,0.14399,0.00087,-0.00087,0.0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,G5,5544.0,,,0.0,1.07,0.08,-0.08,0.0,1.01,0.19,-0.19,0.0,0.24,,,0.0,[Fe/H],50.48,0.1156,-0.1151
HD 331093 b,HD 331093,1,1,1,Radial Velocity,2021,Haute-Provence Observatory,Published Confirmed,<a refstr=DALAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...651A..11D/abstract target=ref>Dalal et al. 2021</a>,621.62,16.11,-16.11,0.0,,,,,,,,,476.74261,34.96112,-34.96112,0.0,0.59,0.03,-0.03,0.0,<a refstr=DALAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...651A..11D/abstract target=ref>Dalal et al. 2021</a>,K0,5544.0,33.0,-33.0,0.0,,,,,1.03,0.08,-0.08,0.0,0.17,0.03,-0.03,0.0,[Fe/H],50.1928,0.092,-0.0916
HD 217850 b,HD 217850,1,1,1,Radial Velocity,2018,W. M. Keck Observatory,Published Confirmed,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,3501.3,2.1,-2.1,0.0,,,,,,,,,6865.128,826.358,-826.358,0.0,0.7621,0.0019,-0.0019,0.0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,G8 V,5544.0,,,0.0,1.21,0.06,-0.06,0.0,1.03,0.16,-0.16,0.0,0.26,,,0.0,[Fe/H],65.7969,0.8848,-0.8619
Kepler-1128 b,Kepler-1128,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,61.6178167,0.0003337,-0.0003337,0.0,3.65,0.53,-0.34,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5543.0,95.27,-144.99,0.0,0.91,0.13,-0.06,0.0,0.94,0.04,-0.05,0.0,0.04,0.142,-0.159,0.0,[Fe/H],1083.41,38.34,-38.34
K2-391 b,K2-391,1,1,1,Transit,2022,K2,Published Confirmed,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,4.622654,0.000223,-0.000252,0.0,1.371,0.284,-0.188,0.0,,,,,,,,,,,,,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,,5543.0,138.0,-138.0,0.0,0.57,0.11,-0.08,0.0,0.76,0.34,-0.24,0.0,-0.543,0.278,-0.278,0.0,[Fe/H],507.94,16.546,-15.55
TOI-1669 b,TOI-1669,1,1,1,Radial Velocity,2023,W. M. Keck Observatory,Published Confirmed,<a refstr=VAN_ZANDT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165...60V/abstract target=ref>Van Zandt et al. 2023</a>,502.0,16.0,-16.0,0.0,,,,,,,,,182.11568,23.5193,-23.5193,0.0,0.14,0.13,-0.13,0.0,<a refstr=VAN_ZANDT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165...60V/abstract target=ref>Van Zandt et al. 2023</a>,,5542.3,100.0,-100.0,0.0,,,,,1.0,0.05,-0.05,0.0,0.26,0.06,-0.06,0.0,[Fe/H],111.276,0.371,-0.368
Kepler-218 d,Kepler-218,1,1,3,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,124.5244647,0.0005822,-0.0005822,0.0,2.66,0.28,-0.18,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5542.0,83.8,-66.18,0.0,1.02,0.1,-0.07,0.0,1.01,0.04,-0.04,0.0,0.31,0.066,-0.068,0.0,[Fe/H],656.38,6.355,-6.355
Kepler-1668 b,Kepler-1668,1,1,1,Transit,2020,Kepler,Published Confirmed,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,15.434,,,0.0,4.348,,,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5542.0,123.0,-123.0,0.0,1.02,,,0.0,0.98,,,0.0,,,,,,1335.64,63.84,-58.36
HATS-61 b,HATS-61,1,1,1,Transit,2018,HATSouth,Published Confirmed,<a refstr=HARTMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...55H/abstract target=ref>Hartman et al. 2019</a>,7.817953,2.4e-05,-2.4e-05,0.0,13.395,0.751,-0.751,0.0,1080.622,44.4962,-44.4962,0.0,1080.622,44.4962,-44.4962,0.0,0.092,,,0.0,<a refstr=HARTMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...55H/abstract target=ref>Hartman et al. 2019</a>,,5542.0,21.0,-21.0,0.0,1.66,0.02,-0.02,0.0,1.08,0.01,-0.01,0.0,0.247,0.037,-0.037,0.0,[Fe/H],679.761,8.732,-8.518
Kepler-867 b,Kepler-867,1,1,1,Transit,2016,Kepler,Published Confirmed,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,150.242127,0.0006047,-0.0006047,0.0,4.64,0.41,-0.3,0.0,,,,,,,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5541.0,61.72,-68.57,0.0,0.91,0.06,-0.04,0.0,0.92,0.04,-0.04,0.0,-0.02,0.098,-0.11,0.0,[Fe/H],1195.54,113.13,-113.13
